app,server,guest,dynamic_proxy,preload
com.ubercab,42.594000000008236,69.8970000000827,48.57700000002296,1969.220000000064
com.ubercab,42.63000000003103,72.60800000005929,48.67500000000291,1993.298999999979
com.ubercab,42.658999999957814,73.71299999999792,48.677999999995336,2012.3880000001009
com.ubercab,42.84400000005917,74.20000000001892,49.43700000001172,1981.8930000001274
com.mcdonalds.mobileapp,41.846000000077765,72.55899999995563,49.405999999862615,1992.7240000001802
com.mcdonalds.mobileapp,42.18799999989642,77.44700000012017,49.63199999997414,2007.8280000000177
com.mcdonalds.mobileapp,42.87300000009964,80.21600000006401,49.83400000014626,2033.096999999998
com.mcdonalds.mobileapp,43.02600000005441,88.72700000006262,50.147999999808235,2001.843000000008
com.mcdonalds.mobileapp,43.053999999983716,97.31199999987439,50.6639999998697,1970.5690000000686
com.netflix.mediaclient,42.93299999994815,70.45800000014424,48.99199999999837,1965.9950000000208
com.netflix.mediaclient,42.96300000009978,76.29599999995662,49.22800000008465,2025.8060000001024
com.netflix.mediaclient,43.15900000005968,77.98600000000988,49.438999999892985,1979.6910000000025
com.netflix.mediaclient,43.16399999993337,87.54900000008092,49.465999999938504,1994.7370000002138
com.netflix.mediaclient,46.927999999979875,90.07100000007995,49.467000000049666,1991.944999999987
com.discord,40.922000000136904,79.07199999999648,48.444000000017695,1959.4469999999546
com.discord,41.09299999981886,79.72600000016428,49.074000000018714,1968.9160000000356
com.discord,42.092000000138796,86.80500000014035,49.43500000013046,1975.3010000001723
com.discord,42.84499999994296,88.52400000000671,49.460000000181026,1970.6280000000334
com.discord,42.907000000013795,89.43199999998797,49.56100000003971,1994.1619999999602
com.duolingo,41.533999999955995,69.8259999999209,48.61200000004828,2001.0540000000674
com.duolingo,42.47000000009393,77.87600000006023,49.196999999821855,1974.0200000001096
com.duolingo,42.56499999996777,78.79099999991013,49.35599999998885,1968.5300000001007
com.duolingo,42.7230000000236,80.32699999989745,49.61800000000949,1986.4709999999377
com.duolingo,47.029000000065935,87.60500000016691,49.7170000001006,1961.9920000000093
com.ebay.mobile,41.283000000021275,76.12799999992603,48.796000000038475,1963.3810000000267
com.ebay.mobile,42.48099999995247,80.83299999998417,49.32199999984732,1958.3689999999478
com.ebay.mobile,42.547999999897,87.77099999997517,49.4499999999789,1982.3630000000776
com.ebay.mobile,42.89500000004409,87.96500000016749,49.58899999996902,1985.0440000000162
com.ebay.mobile,42.95999999999367,88.64799999992101,49.80599999998958,1990.3860000001714
com.outfit7.talkingnewsfree,42.40200000003824,75.77600000013263,49.328000000059546,1984.0589999998883
com.outfit7.talkingnewsfree,42.458999999780644,76.45099999990634,49.426000000039494,1991.1879999999655
com.outfit7.talkingnewsfree,42.729000000008455,76.48999999992157,49.81699999984812,1988.495999999941
com.outfit7.talkingnewsfree,43.52799999992385,79.3700000001536,50.50100000016755,1991.006999999854
com.outfit7.talkingnewsfree,49.04400000009446,87.97000000004118,50.557000000026164,1997.474000000011
com.pinterest,42.17300000004798,69.73700000003191,48.514000000068336,1967.7770000000692
com.pinterest,42.17500000004293,73.3820000000378,49.2829999998321,1968.9550000000509
com.pinterest,42.90399999990768,76.32200000011835,49.58699999997407,1975.8570000001328
com.pinterest,42.95000000001892,76.56100000008337,49.951000000191925,1965.3399999999692
com.pinterest,43.33700000006502,95.27200000002267,50.00200000017685,1959.1709999999694
tv.twitch.android.app,41.93399999985559,74.35299999997369,49.69499999992877,1984.762000000046
tv.twitch.android.app,42.979000000059386,78.44399999999041,49.83400000014626,1986.0980000000836
tv.twitch.android.app,43.46699999996417,80.69000000000415,49.854999999979555,1965.4029999999238
tv.twitch.android.app,44.16299999979856,88.46799999992072,50.000999999838314,1992.8789999999026
tv.twitch.android.app,49.32100000019091,92.60500000004868,50.05100000016682,1985.1580000001832
kjv.bible.kingjamesbible,42.79799999994793,72.96199999996134,49.78099999993901,1950.9110000001328
kjv.bible.kingjamesbible,42.96899999985726,77.15900000016518,50.074999999878855,1977.0230000001447
kjv.bible.kingjamesbible,43.09299999999894,79.3149999999514,50.14100000016697,2004.984999999806
kjv.bible.kingjamesbible,43.14599999997881,88.2090000000062,50.18300000006093,2003.7720000000263
kjv.bible.kingjamesbible,43.28499999996893,88.608000000022,50.38400000012189,1991.4770000000317
com.tinder,41.13299999994524,75.33600000010665,49.31999999985237,1969.0089999999145
com.tinder,41.48600000007718,81.28499999997985,49.4419999999991,2027.1730000001753
com.tinder,42.44599999992715,88.26300000009724,49.47900000001937,1982.5830000002043
com.tinder,44.62199999989025,92.58599999998296,50.565000000005966,1989.8709999999937
com.tinder,48.27999999997701,92.8759999999329,51.92599999986669,1991.1239999998998
com.expedia.bookings,42.84300000017538,71.66499999993903,49.13299999998344,2003.0659999999898
com.expedia.bookings,43.012999999973545,73.88300000002346,49.54700000007506,1987.9519999999502
com.expedia.bookings,43.03400000003421,79.08100000008744,49.715999999989435,1988.892000000078
com.expedia.bookings,43.06900000005953,84.2450000000099,49.91100000006554,1971.4039999998931
com.expedia.bookings,52.0249999999578,87.52000000004045,50.0649999999041,2005.2659999998923
com.indeed.android.jobsearch,42.059000000108426,75.61099999998078,49.55500000005486,2008.7700000001405
com.indeed.android.jobsearch,42.664999999942665,77.83299999982773,49.76200000010067,1983.2819999999174
com.indeed.android.jobsearch,42.75099999995291,88.29999999989013,49.988000000212196,2017.184000000043
com.indeed.android.jobsearch,43.584999999893625,93.90399999983856,50.068999999894004,1987.7710000000661
com.indeed.android.jobsearch,46.161999999867476,94.564999999875,50.15300000013667,1995.9340000000338
com.contextlogic.wish,42.75899999993271,73.44100000000253,48.470000000179425,1989.3670000001293
com.contextlogic.wish,42.76300000037736,87.95099999997547,49.05600000029153,1983.3319999997912
com.contextlogic.wish,43.227999999999156,88.1930000000466,49.43199999979697,1999.927999999727
com.contextlogic.wish,45.57999999997264,88.22700000018813,49.51200000004974,1978.54499999994
com.contextlogic.wish,47.81400000001668,89.2269999999371,49.80399999976726,2005.4190000000744
com.alibaba.intl.android.apps.poseidon,42.212999999719614,77.72099999965576,49.24100000016551,1963.1410000001779
com.alibaba.intl.android.apps.poseidon,43.10100000020611,77.99199999999473,49.4949999997516,1970.173000000159
com.alibaba.intl.android.apps.poseidon,43.81700000021738,79.05100000016319,50.332999999682215,2013.847000000169
com.alibaba.intl.android.apps.poseidon,45.55399999981091,87.36499999986336,50.490000000081636,2000.6419999999707
com.alibaba.intl.android.apps.poseidon,47.98800000025949,88.60899999990579,50.499999999829015,1966.5129999998499
com.meditation.deepsleep.relax,42.04799999979514,79.09299999982977,48.75499999980093,2009.244999999737
com.meditation.deepsleep.relax,42.13499999968917,84.31699999982811,49.21100000001388,1957.922999999937
com.meditation.deepsleep.relax,43.09100000000399,88.2209999999759,49.759999999878346,1972.3280000002887
com.meditation.deepsleep.relax,43.505999999979394,88.7180000004264,49.8489999999947,2014.5889999998872
com.meditation.deepsleep.relax,43.59599999997954,93.05600000016057,49.91599999993923,2011.906000000181
me.lyft.android,41.274000000157685,72.6209999997991,49.26999999997861,1987.1149999999034
me.lyft.android,42.638000000351894,75.93899999983478,49.48800000011033,1974.8060000001715
me.lyft.android,42.87399999975605,78.57800000010684,49.737000000277476,2028.5650000000714
me.lyft.android,43.04899999988265,81.12600000004022,49.81899999984307,1990.9170000000813
me.lyft.android,43.08099999980186,87.97800000002098,50.010999999813066,1973.243000000366
com.yahoo.mobile.client.android.mail,42.63099999980113,72.50800000019808,49.482999999781896,1971.6090000001714
com.yahoo.mobile.client.android.mail,43.29399999960515,78.00899999983812,49.89100000011604,1973.7670000004073
com.yahoo.mobile.client.android.mail,43.3259999999791,79.38000000012835,50.01300000003539,1966.3150000001224
com.yahoo.mobile.client.android.mail,43.38999999981752,87.85900000020774,50.4030000001876,1992.4980000000687
com.yahoo.mobile.client.android.mail,49.31699999997363,88.50799999981973,50.758000000314496,2004.8010000000431
com.linkedin.android,42.3729999997704,73.9200000002711,48.10300000008283,2012.6610000002074
com.linkedin.android,42.405000000144355,78.52200000024823,49.1159999996853,2001.5549999998257
com.linkedin.android,42.87900000008449,79.94099999996251,49.42800000026182,2016.1970000003748
com.linkedin.android,42.929000000185624,89.29299999999785,49.49299999998402,1990.4160000000957
com.linkedin.android,43.77999999996973,99.97099999964121,49.504999999953725,2001.5020000000732
com.yahoo.mobile.client.android.finance,42.313999999805674,80.43899999984205,48.20400000016889,2011.1619999997856
com.yahoo.mobile.client.android.finance,42.51400000021022,81.57899999969231,49.54199999974662,1982.0979999999508
com.yahoo.mobile.client.android.finance,43.3469999998124,81.90100000001621,49.62199999999939,2003.8130000002639
com.yahoo.mobile.client.android.finance,43.44100000025719,84.71599999984392,50.0489999999445,1960.2130000002944
com.yahoo.mobile.client.android.finance,48.03300000003219,86.06899999995221,50.279000000045926,1973.7089999998716
tv.pluto.android,42.38199999963399,72.1969999999601,48.69700000017474,1989.0589999999975
tv.pluto.android,43.24599999972634,77.84300000002986,48.82900000029622,2006.0539999999492
tv.pluto.android,43.51500000029773,82.57700000012846,49.15499999970052,1992.1629999998913
tv.pluto.android,43.611000000055355,88.52699999988545,49.768999999741936,1991.5790000000015
tv.pluto.android,48.475000000053114,89.28700000024037,49.88299999968149,1982.8529999999773
com.gamma.scan,42.136999999911495,71.20499999973617,48.93900000024587,1962.112000000161
com.gamma.scan,42.39000000006854,71.85299999991912,49.25099999991289,1986.105000000407
com.gamma.scan,42.62699999981123,72.70300000027419,49.293999999918015,1988.394999999855
com.gamma.scan,42.71299999982148,87.35100000012608,49.51900000014575,1981.5870000002178
com.gamma.scan,47.004999999899155,87.45599999974729,49.592000000302505,1979.080999999951
org.telegram.messenger.web,41.551000000254135,77.86600000008548,48.24899999994159,1998.6280000002807
org.telegram.messenger.web,41.924999999991996,87.74099999982354,48.51599999983591,1994.3209999996725
org.telegram.messenger.web,43.41000000022177,90.45200000036857,48.69500000040716,1968.8790000000154
org.telegram.messenger.web,43.63000000012107,90.95999999999549,49.20700000002398,1999.6439999999893
org.telegram.messenger.web,47.26500000015221,95.44499999992695,49.746000000141066,2000.9800000002542
com.whatsapp,42.24999999996726,74.97299999977258,48.59699999997247,1963.2819999997082
com.whatsapp,42.374000000108936,80.02200000009907,49.223999999867374,2032.8139999996893
com.whatsapp,42.51199999998789,81.74799999960669,49.25199999979668,2001.9360000001143
com.whatsapp,42.6009999996495,87.70199999980832,49.341999999796826,1968.5389999999643
com.whatsapp,42.818000000352185,87.76200000011158,49.43600000024162,2005.6789999998728
com.instagram.android,41.56800000009753,75.99500000014814,48.19099999986065,1954.9299999998766
com.instagram.android,42.69099999964965,79.66499999974985,49.21199999989767,2009.8439999997026
com.instagram.android,42.90600000013001,82.7209999997649,49.66500000000451,1952.4449999998978
com.instagram.android,42.950999999902706,92.1610000000328,49.86700000017663,1956.7520000000513
com.instagram.android,44.72600000008242,107.31399999986024,49.918000000161555,2006.0069999999541
com.facebook.orca,42.63000000037209,72.51199999973323,49.34800000000905,1986.8200000000797
com.facebook.orca,42.89500000004409,78.12700000022232,49.49299999998402,2008.7180000000444
com.facebook.orca,42.90899999978137,79.98399999996764,49.847000000227126,1988.4539999998196
com.facebook.orca,47.90400000001682,87.14400000008027,50.01899999979287,1978.4200000003693
com.facebook.orca,49.359000000094966,132.38000000001193,50.036999999974796,1978.5600000000159
com.zzkko,41.305000000193104,72.69399999995585,48.690999999962514,1966.4160000002084
com.zzkko,41.846999999961554,78.90900000029433,48.93599999968501,1998.2100000001992
com.zzkko,42.78500000009444,81.78899999984424,49.28799999970579,1976.234000000204
com.zzkko,42.95899999988251,87.96299999994517,49.48999999987791,1985.848999999689
com.zzkko,43.268999999781954,101.39100000014878,49.531000000115455,1982.1959999999308
com.disney.disneyplus,41.99900000003254,73.98400000010952,48.80800000000818,2028.4390000001622
com.disney.disneyplus,42.99299999956929,75.07399999985864,49.17100000011487,1977.1850000001905
com.disney.disneyplus,44.03299999967203,84.96100000002116,49.84000000013111,1986.848000000009
com.disney.disneyplus,45.78700000001845,86.63900000010472,50.108999999793014,1956.9879999999102
com.disney.disneyplus,47.853999999915686,89.5610000002307,50.13900000039939,1998.9479999999276
com.snapchat.android,41.27599999992526,86.16600000004837,49.03500000000349,1981.7259999999806
com.snapchat.android,42.58000000027096,88.21399999987989,49.074000000018714,2005.149000000074
com.snapchat.android,42.94900000013513,88.56900000000678,49.34899999989284,1978.7600000004204
com.snapchat.android,42.97600000018065,89.21400000008362,49.445999999989,1977.9069999999592
com.snapchat.android,43.11700000016572,93.3390000000145,49.70400000001973,2004.0680000001885
com.facebook.lite,41.66599999962273,79.55900000024485,48.21300000003248,1954.9780000002102
com.facebook.lite,41.98399999995672,81.77900000009686,49.79000000002998,1976.8239999998514
com.facebook.lite,42.960000000221044,83.90099999996892,49.860999999964406,1980.9909999999036
com.facebook.lite,43.259000000034575,88.77799999982017,49.96900000014648,1979.2969999998604
com.facebook.lite,47.977000000173575,98.06699999990087,50.020000000131404,1999.3249999997715
com.ubercab,42.150000000219734,68.40299999976196,48.29199999994671,1967.787000000044
com.ubercab,42.47399999985646,75.56300000032934,49.27200000020093,1955.5109999996603
com.ubercab,42.753000000175234,76.84100000005856,49.527000000125554,1989.0409999998155
com.ubercab,42.83100000020568,80.55500000000393,49.654000000373344,2001.6430000000582
com.ubercab,43.065999999726046,87.46100000007573,49.70400000001973,1980.0500000001193
com.mcdonalds.mobileapp,41.463999999905354,69.84700000020894,48.42800000005809,1958.3740000002763
com.mcdonalds.mobileapp,42.98500000004424,73.51799999969444,49.716999999873224,1991.9390000000021
com.mcdonalds.mobileapp,43.16999999991822,74.26100000020597,49.85499999975218,2000.5490000003192
com.mcdonalds.mobileapp,43.281999999635445,88.74800000012328,50.041999999848485,2000.3740000001926
com.mcdonalds.mobileapp,48.65300000028583,92.8900000003523,50.266000000192435,1991.4919999996528
com.netflix.mediaclient,42.6009999996495,87.89799999976822,47.955000000001746,1988.6449999999058
com.netflix.mediaclient,43.382999999721505,88.25100000012753,49.65699999956996,1959.1340000001765
com.netflix.mediaclient,43.67599999977756,88.88600000000224,49.743000000034954,1980.8539999999084
com.netflix.mediaclient,45.74200000024575,88.91599999969912,50.13599999983853,2002.9929999996057
com.netflix.mediaclient,50.0449999999546,89.08199999996214,50.21100000021761,1993.6699999998382
com.discord,41.20699999975841,75.85599999993065,47.612999999728345,2007.5999999999112
com.discord,42.17100000005303,76.95200000034674,48.99399999976595,1963.061999999809
com.discord,42.484999999942374,79.64200000014898,49.06500000015512,1974.713999999949
com.discord,42.489999999816064,82.27799999986019,49.33300000038798,2013.336999999865
com.discord,42.95000000001892,88.34299999989526,49.48199999989811,2000.365999999758
com.duolingo,41.98500000029526,69.47500000023865,49.44400000022142,1985.2559999999357
com.duolingo,42.50899999988178,76.88099999995757,49.71900000009555,2000.072000000273
com.duolingo,43.130999999903,82.7129999997851,49.7840000002725,1968.619000000217
com.duolingo,45.65200000024561,87.82300000029863,49.94799999985844,1984.3980000000556
com.duolingo,45.77000000017506,89.26500000006854,50.10099999981321,2005.4829999999129
com.ebay.mobile,42.34599999972488,73.02500000014334,48.40599999988626,1960.8289999996487
com.ebay.mobile,42.78900000008434,74.8289999996814,49.32199999984732,1974.7430000002169
com.ebay.mobile,42.87099999964994,88.34900000010748,49.77400000007037,1984.1859999996814
com.ebay.mobile,42.98999999991793,89.00900000026013,49.997000000075786,1970.278999999664
com.ebay.mobile,43.457000000216794,93.91499999992448,50.045999999838386,1994.633999999678
com.outfit7.talkingnewsfree,42.52099999985148,73.12899999988076,48.49999999987631,1971.531000000141
com.outfit7.talkingnewsfree,42.916999999761174,78.37000000017724,49.16499999990265,2011.981999999989
com.outfit7.talkingnewsfree,43.34000000017113,80.99200000015117,49.53799999975672,1964.455000000271
com.outfit7.talkingnewsfree,48.27900000009322,82.47500000015862,50.51899999989473,2011.0140000001593
com.outfit7.talkingnewsfree,48.695999999836204,90.72999999989406,50.79299999988507,2000.3480000000309
com.pinterest,42.42400000021007,72.72000000011758,49.58299999998417,2002.3389999996652
com.pinterest,43.09300000022631,72.75200000003679,49.66899999999441,2037.811999999576
com.pinterest,43.18500000044878,78.31199999964156,49.73299999983283,1984.3799999998737
com.pinterest,43.26800000035291,78.77300000018295,49.77699999926699,2008.2929999998669
com.pinterest,43.576000000030035,84.18299999993906,49.88899999989371,2006.358999999975
tv.twitch.android.app,41.91400000036083,81.82999999917229,49.664999999549764,1995.520999999826
tv.twitch.android.app,42.48699999970995,82.3129999998855,49.84199999944394,1968.974999999773
tv.twitch.android.app,43.26599999967584,86.53099999992264,50.024000000121305,2006.0910000001968
tv.twitch.android.app,43.42499999984284,89.06800000022486,50.24299999968207,1995.7359999998516
tv.twitch.android.app,47.18400000001566,93.23000000040338,50.5299999995259,2004.595999999765
kjv.bible.kingjamesbible,43.02700000062032,76.14899999953195,48.65000000063446,1996.3019999995595
kjv.bible.kingjamesbible,43.13999999976659,78.12000000012631,48.883000000387256,2008.3009999998467
kjv.bible.kingjamesbible,43.33099999985279,88.3720000001631,49.90099999940867,1987.225999999282
kjv.bible.kingjamesbible,43.45800000010058,89.33100000012928,49.97600000024249,1985.8959999992294
kjv.bible.kingjamesbible,43.6520000002929,89.51199999955861,50.02200000035373,1961.4110000002256
com.tinder,41.674000000057276,72.09100000000035,48.27900000054797,1984.961000000112
com.tinder,41.79999999996653,73.37600000028033,49.469999999928405,2002.1689999994123
com.tinder,42.4830000001748,74.82199999958539,49.535000000105356,1961.5459999995437
com.tinder,42.85300000083225,78.07899999988877,49.64899999959016,2022.846999999274
com.tinder,50.13200000030338,79.89699999961886,50.61600000044564,1976.5819999993255
com.expedia.bookings,43.10499999974127,83.07000000058906,48.31300000023475,1960.3329999999914
com.expedia.bookings,43.18299999977171,85.27200000025914,49.04700000042794,1999.1209999998318
com.expedia.bookings,43.75900000013644,87.70599999934348,49.8779999998078,1985.1189999999406
com.expedia.bookings,44.15400000016234,87.70899999944959,49.891999999999825,2032.1079999994254
com.expedia.bookings,48.72799999975541,90.89200000016717,49.993999999969674,1985.4340000001685
com.indeed.android.jobsearch,42.07499999938591,72.18100000045524,48.54000000068481,1999.2259999999078
com.indeed.android.jobsearch,42.414999999891734,78.09499999984837,48.89100000036706,2000.1760000004651
com.indeed.android.jobsearch,43.32500000055006,78.52300000013201,50.24700000012672,1970.6480000004376
com.indeed.android.jobsearch,43.516999999155814,80.27800000036223,50.675000000410364,2003.2609999998385
com.indeed.android.jobsearch,43.69200000019191,101.63499999998749,52.62499999935244,1991.1999999994805
com.contextlogic.wish,42.836999999963155,74.17200000054436,48.93499999980122,1997.4939999992785
com.contextlogic.wish,43.21000000072672,77.55199999974138,49.30400000012014,2058.1350000002203
com.contextlogic.wish,43.42200000064622,77.57800000035786,49.32300000018586,2041.6890000005878
com.contextlogic.wish,45.48900000008871,80.05099999991216,49.38599999968574,2011.254000000008
com.contextlogic.wish,47.71600000003673,82.14500000030966,49.73100000006525,2002.1240000005491
com.alibaba.intl.android.apps.poseidon,42.49600000002829,72.80199999968318,48.8389999991341,1971.4539999995395
com.alibaba.intl.android.apps.poseidon,43.42199999973673,76.97700000062468,49.6130000001358,1983.4529999998267
com.alibaba.intl.android.apps.poseidon,43.77100000056089,77.59299999997893,50.208999999995285,1991.0210000007282
com.alibaba.intl.android.apps.poseidon,43.84900000059133,88.39899999929912,50.2649999998539,1988.1589999995413
com.alibaba.intl.android.apps.poseidon,47.87800000030984,88.65700000023935,50.61400000067806,1952.0750000001499
com.meditation.deepsleep.relax,41.921000000002095,73.90299999951822,50.0449999999546,1982.1570000003703
com.meditation.deepsleep.relax,42.74100000020553,83.30500000010943,50.18000000018219,1986.9840000001204
com.meditation.deepsleep.relax,43.06300000007468,85.16099999997095,50.20700000022771,1980.7789999995293
com.meditation.deepsleep.relax,43.298000000504544,89.2149999999674,50.388000000566535,1998.6330000001544
com.meditation.deepsleep.relax,43.321000000105414,96.30900000047404,50.62600000019302,2000.4559999997582
me.lyft.android,41.366999999809195,78.88000000002648,49.53099999966071,2001.4900000005582
me.lyft.android,42.28899999998248,87.77199999985896,49.547000000529806,2012.7540000003137
me.lyft.android,42.620000000169966,88.12099999977363,49.619000000348024,1979.8629999995683
me.lyft.android,42.69000000022061,88.70000000024447,49.711999999999534,1969.347000000198
me.lyft.android,42.95799999999872,92.1490000000631,49.79700000058074,2007.0430000005217
com.yahoo.mobile.client.android.mail,42.12399999960326,78.747999999905,50.22499999995489,1984.0119999998933
com.yahoo.mobile.client.android.mail,43.218000000706525,84.69199999944976,50.311999999394175,2009.2960000001767
com.yahoo.mobile.client.android.mail,43.54899999998452,88.26499999941007,50.43099999966216,1982.7489999997852
com.yahoo.mobile.client.android.mail,43.58400000000984,89.59700000013981,50.50500000015745,1994.3359999997483
com.yahoo.mobile.client.android.mail,50.093000000742904,145.2259999996386,50.5749999992986,2004.2789999997694
com.linkedin.android,41.61999999996624,76.95800000055897,48.34900000059861,2025.2950000003693
com.linkedin.android,41.77299999992101,79.63799999924959,49.06300000038755,1977.7659999999742
com.linkedin.android,42.6339999994525,88.14700000039011,49.08999999952357,2013.0380000000514
com.linkedin.android,42.66300000017509,94.32199999992008,49.22699999951874,1991.9470000004367
com.linkedin.android,42.99100000025646,95.18800000023475,49.69899999923655,2023.1770000000324
com.yahoo.mobile.client.android.finance,42.76300000037736,80.63899999979185,49.63300000054005,1975.5629999999655
com.yahoo.mobile.client.android.finance,43.3020000000397,82.98699999977543,50.071000000571075,2011.0299999996641
com.yahoo.mobile.client.android.finance,43.79600000083883,83.01200000005338,50.37400000037451,1994.6399999998903
com.yahoo.mobile.client.android.finance,46.34100000021135,84.01899999989837,50.525999999990745,1994.1600000001927
com.yahoo.mobile.client.android.finance,49.8410000000149,85.33700000043609,50.6150000001071,1986.0450000005585
tv.pluto.android,43.04700000011508,71.78299999941373,48.76899999999296,1979.2639999996027
tv.pluto.android,43.12399999980698,76.6300000004776,49.84599999988859,1993.8149999998132
tv.pluto.android,43.37299999951938,87.90899999985413,49.99899999984336,1969.4629999994504
tv.pluto.android,47.60999999962223,89.19200000036653,50.023000000692264,1984.7780000000057
tv.pluto.android,47.81100000036531,144.49800000056712,50.05799999980809,1985.4880000002595
com.gamma.scan,41.529000000082306,72.5959999999759,48.916000000645,1959.102000000712
com.gamma.scan,42.399000000841625,73.92500000059954,49.42799999935232,1981.6699999992125
com.gamma.scan,42.53999999946245,73.95900000028632,49.64399999971647,2008.8669999995545
com.gamma.scan,42.951999999786494,77.5629999998273,49.68599999938306,2005.8140000001004
com.gamma.scan,42.98700000072131,97.17400000045018,49.74599999968632,1991.3619999997536
org.telegram.messenger.web,41.80700000051729,77.31500000045344,48.633000000336324,2036.9479999999385
org.telegram.messenger.web,42.22100000060891,77.436000000489,49.60700000083307,2026.241000000482
org.telegram.messenger.web,43.408999999883235,78.96900000014284,49.811000000772765,1984.3629999995755
org.telegram.messenger.web,43.658000000505126,83.34300000024086,49.989000000095984,2014.04999999977
org.telegram.messenger.web,48.72700000032637,142.12200000019948,50.02700000022742,1972.023000000263
com.whatsapp,42.78799999974581,70.40499999948224,48.91499999939697,1963.7830000001486
com.whatsapp,42.82699999930628,78.62900000054651,49.345000000357686,1977.9480000006515
com.whatsapp,42.884999999841966,79.26699999916309,49.422999999478634,1973.3739999992395
com.whatsapp,42.88799999994808,87.66300000024785,49.5600000003833,1983.8529999997263
com.whatsapp,42.97399999995832,88.83800000057818,49.69799999980751,2004.385000000184
com.instagram.android,42.13100000015402,80.3860000005443,48.23299999952724,1954.6319999999469
com.instagram.android,42.82199999943259,83.98399999987305,49.43600000024162,1995.5529999997452
com.instagram.android,42.9840000006152,87.8709999997227,49.88300000059098,2023.9249999995081
com.instagram.android,43.1590000007418,88.47599999990052,49.93600000034348,1994.6279999994658
com.instagram.android,46.26599999937753,88.50299999994604,50.10099999981321,1990.5950000002122
com.facebook.orca,43.02499999994325,73.29100000060862,49.60099999971135,1991.8360000001485
